URL,Text,Links,Image URLS,Image Alt Text
"http://theartofgooglebooks.tumblr.com/post/36061349246/what-is-the-purpose-of-the-two-finger-latex
","This is all speculative, since I haven’t been able to find any official statements from Google, but they’re called finger cots, and they’re generally used to protect books “from the skin’s natural oils, which can have corrosive effects over time."" Google Books also ”autocorrects“ the fingers of employees from page images, probably the rationale for the uniform pink color of the cots.
I suspect they also make it a little easier to turn the pages. Finger cots preserve more dexterity than the white cotton gloves used in special collections or the bulky rubber finger tips used to sort paper. A ""fingertip grip enhancer"" like Sortkwik may leave a residue.
The British Library uses only, ""clean dry hands,"" to combat the tendency of gloves to ""transfer dirt to the object being consulted, and to dislodge pigments or inks from the surface of pages.”
–Krissy","[u'http://en.wikipedia.org/wiki/Finger_cot', u'http://theartofgooglebooks.tumblr.com/tagged/autocorrect', u'http://blog.bookstellyouwhy.com/news/201207996/collecting-should-you-ditch-the-white-gloves-for-handling-rare-books/', u'http://www.google.com/search?client=safari&rls=en&q=rubber+finger+tips&oe=UTF-8&um=1&ie=UTF-8&hl=en&tbm=isch&source=og&sa=N&tab=wi&ei=2xyqUK_WCuGXyAH3lYGACg&biw=1071&bih=664&sei=4RyqUMqXJcGayAG1ioHoAw', u'http://www.leeproducts.com/Sorting_Sortkwik.aspx', u'http://britishlibrary.typepad.co.uk/digitisedmanuscripts/2011/08/white-gloves-or-not-white-gloves.html', u'https://twitter.com/abrvd']",[u'http://41.media.tumblr.com/tumblr_mcvanfj2a01qixa76o1_500.png'],"[u'Plate photographed through tissue.\nFrom p. 54 of\xa0Over the Snow: or, The Montreal Carnival by William George Beers (1883). Original from Harvard University. Digitized January 8, 2008.']"
"http://theartofgooglebooks.tumblr.com/post/35883018811/hybrid-coat-of-arms-plate-left-folded-from-p
","Hybrid coat of arms (plate left folded).
From p. 133 of Iulii Vitalis Epitaphium by Henry Dodwell and William Musgrave (1711). Original from the Bavarian State Library. Digitized October 12, 2009.",[u'http://books.google.com/books?id=NbQ-AAAAcAAJ&dq=fabric&pg=PA133#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/tumblr_mdjcqbm7ZP1qixa76o1_400.png'],"[u'Hybrid coat of arms (plate left folded).\nFrom p. 133 of\xa0Iulii Vitalis Epitaphium by Henry Dodwell and William Musgrave (1711). Original from the Bavarian State Library. Digitized October 12, 2009.']"
"http://theartofgooglebooks.tumblr.com/post/35883014351/mid-turn-from-p-336-359-of-studio-di
","Mid-turn.
From p. 336-359 (?) of Studio di Pittura Scoltura et Architettura nelle Chiese di Roma by Filippo Titi (1674). Original from the Bavarian State Library. Digitized October 15, 2009.",[u'http://books.google.com/books?id=98g-AAAAcAAJ&pg=PA375#v=twopage&q&f=false'],[u'http://40.media.tumblr.com/tumblr_md6skiQB6H1qixa76o1_500.png'],"[u'Mid-turn.\nFrom p. 336-359 (?) of Studio di Pittura Scoltura et Architettura nelle Chiese di Roma by Filippo Titi\xa0(1674). Original from the Bavarian State Library. Digitized October 15, 2009.']"
"http://theartofgooglebooks.tumblr.com/post/35777120101/color-samples-plate-left-folded-the-frontispiece
","Color samples plate left folded.
The frontispiece to Milk, Cheese and Butter: A Practical Handbook on Their Properties and the Processes of Their Production by John Oliver (1894). Original from the University of California. Digitized October 23, 2007.",[u'http://books.google.com/books?id=tRJDAAAAIAAJ&dq=cheese&pg=PR2#v=onepage&q&f=false'],[u'http://36.media.tumblr.com/tumblr_mdhql82OOc1qixa76o1_400.png'],"[u'Color samples plate left folded.\nThe frontispiece to Milk, Cheese and Butter: A Practical Handbook on Their Properties and the Processes of Their Production by John Oliver (1894). Original from the University of California. Digitized October 23, 2007.']"
"http://theartofgooglebooks.tumblr.com/post/35777117217/samples-of-color-dyed-cotton-photographed-in-black
","Samples of color-dyed cotton photographed in black and white.
Throughout A Manual of Dyeing and Dyeing Receipts, Comprising a System of Elementary Chemistry, as Applied to Dyeing: With Receipts for the General Reader for Dyeing Any Colour on Cotton, Silk, and Wool, with Coloured Pattern of Cloth of Each Fabric by James Napier (1875). Original from Columbia University. Digitized March 10, 2009.",[u'http://books.google.com/books?id=FplAAAAAYAAJ&dq=fabric&pg=PA388#v=onepage&q&f=false'],"[u'http://36.media.tumblr.com/tumblr_mdjccjnHy31qixa76o1_250.png', u'http://41.media.tumblr.com/tumblr_mdjccjnHy31qixa76o2_250.png', u'http://40.media.tumblr.com/tumblr_mdjccjnHy31qixa76o3_250.png', u'http://40.media.tumblr.com/tumblr_mdjccjnHy31qixa76o4_250.png']","[u'', u'', u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/35777113474/library-statement-contradicted-by-digitization-and
","Library statement contradicted by digitization and digital distribution.
From the back matter of Flatland: A Romance of Many Dimensions by A Square (Edwin A. Abbott, 1885). Original from the University of Michigan. Digitized May 21, 2007.",[u'http://books.google.com/books?id=R6E0AAAAMAAJ&dq=fabric&pg=PP1#v=onepage&q&f=false'],"[u'http://40.media.tumblr.com/tumblr_mdjci0Sma11qixa76o1_500.png', u'http://36.media.tumblr.com/tumblr_mdjci0Sma11qixa76o2_500.png']","[u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/35777108571/hybrid-textiles-plate-left-folded-from-p-527
","Hybrid textiles (plate left folded).
From p. 527 of A Treatise on the Art of Weaving: Illustrated by Engravings with Calculations and Tables for the Use of Manufacturers by John Murphy (1831). Original from Harvard University. Digitized June 14, 2007.",[u'http://books.google.com/books?id=M3MDAAAAYAAJ&dq=fabric&pg=PA527#v=onepage&q&f=false'],"[u'http://41.media.tumblr.com/tumblr_mdjclijsWU1qixa76o2_500.png', u'http://41.media.tumblr.com/tumblr_mdjclijsWU1qixa76o1_500.png']","[u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/35537217744/torn-pages-from-p-29-30-of-the-children-of-the
","Torn pages.
From p. 29-30 of The Children of the Abbey by Regina Maria Roche (1816). Original from Oxford University. Digitized January 17, 2007.",[u'http://books.google.com/books?id=URMGAAAAQAAJ&dq=children&pg=PA30#v=onepage&q&f=false'],"[u'http://41.media.tumblr.com/tumblr_md95pxLkjz1qixa76o1_500.png', u'http://41.media.tumblr.com/tumblr_md95pxLkjz1qixa76o2_500.png']","[u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/35537212155/washed-out-marbled-paper-the-endpapers-to-biblia
","Washed-out marbled paper.
The endpapers to Biblia Damicula seu quod Deus Omniscious (1727). Original from Austrian National Library. Digitized April 12, 2011.",[u'http://books.google.com/books?id=mblIAAAAcAAJ&dq=studio&pg=PR1#v=twopage&q&f=false'],"[u'http://41.media.tumblr.com/tumblr_md6ss1wi4v1qixa76o2_500.png', u'http://41.media.tumblr.com/tumblr_md6ss1wi4v1qixa76o1_500.png']","[u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/35407518504/scribbles-scratching-letters-and-arithmetic
","Scribbles, scratching, letters, and arithmetic.
From Simple Truths in Verse for the Amusement and Instruction of Children at an Early Age by Mrs. Mary Belson Elliott (1816). Original from Harvard University. Digitized April 8, 2008.",[u'http://books.google.com/books?id=_YUYAAAAYAAJ&dq=children&pg=PA141#v=onepage&q&f=false'],"[u'http://40.media.tumblr.com/tumblr_md95j1ceoT1qixa76o3_250.png', u'http://40.media.tumblr.com/tumblr_md95j1ceoT1qixa76o2_250.png', u'http://41.media.tumblr.com/tumblr_md95j1ceoT1qixa76o4_250.png', u'http://41.media.tumblr.com/tumblr_md95j1ceoT1qixa76o1_500.png']","[u'', u'', u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/35407515614/neon-moir%C3%A9-throughout-the-pantropheon-or
","Neon moiré.
Throughout The Pantropheon: or, History of Food and Its Preparation: from the Earliest Ages of the World by Alexis Soyer (1853). Original from Harvard University. Digitized July 9, 2007.",[u'http://books.google.com/books?id=i3wEAAAAYAAJ&dq=preparation&pg=PA264#v=onepage&q&f=false'],"[u'http://41.media.tumblr.com/tumblr_md9527ukMj1qixa76o1_250.png', u'http://36.media.tumblr.com/tumblr_md9527ukMj1qixa76o2_250.png', u'http://41.media.tumblr.com/tumblr_md9527ukMj1qixa76o4_250.png', u'http://40.media.tumblr.com/tumblr_md9527ukMj1qixa76o3_250.png']","[u'', u'', u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/35407511239/finding-poetry-in-the-thames-artist-krissy-wilson
",Check out one of my forthcoming projects and follow Detritus: Poems from the Thames Foreshore! –Krissy,[u'http://poemsfromthethames.tumblr.com/'],"[u'http://41.media.tumblr.com/tumblr_md9527ukMj1qixa76o1_250.png', u'http://36.media.tumblr.com/tumblr_md9527ukMj1qixa76o2_250.png', u'http://41.media.tumblr.com/tumblr_md9527ukMj1qixa76o4_250.png', u'http://40.media.tumblr.com/tumblr_md9527ukMj1qixa76o3_250.png']","[u'', u'', u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/35407504562/torn-page-constructs-a-new-poem-title-the
","Torn page constructs a new poem title: “The Dangerous Shoes.”
From Simple Truths in Verse for the Amusement and Instruction of Children at an Early Age by Mrs. Mary Belson Elliott (1816). Original from Harvard University. Digitized April 8, 2008.",[u'http://books.google.com/books?id=_YUYAAAAYAAJ&dq=children&pg=PA141#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/tumblr_md95h4VRwT1qixa76o1_400.png'],"[u'Torn page constructs a new poem title: &ldquo;The Dangerous Shoes.&rdquo;\nFrom Simple Truths in Verse for the Amusement and Instruction of Children at an Early Age by Mrs. Mary Belson Elliott (1816). Original from Harvard University. Digitized April 8, 2008.']"
"http://theartofgooglebooks.tumblr.com/post/35407499662/rear-cover-glitching-from-perfumes-and-their
","Rear cover glitching.
From Perfumes and Their Preparation: Containing Complete Directions for Making Handkerchief Perfumes, Smelling-salts, Cosmetics, Hair Dyes, and Other Toilet Articles by George William Askinson (1892). Original from the University of Virginia. Digitized December 2, 2008.",[u'http://books.google.com/books?id=ToXYI1IIcN4C&dq=preparation&pg=PA316#v=onepage&q&f=false'],"[u'http://36.media.tumblr.com/tumblr_md94fbNg911qixa76o1_r1_500.png', u'http://41.media.tumblr.com/tumblr_md94fbNg911qixa76o2_500.png']","[u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/35291253774/reanimated-water-stain-from-syntagma-de-studio
","Reanimated water stain.
From Syntagma de Studio Liberali by Gabriel Naudé (1632). Original from the Bavarian State Library. Digitized March 12, 2010.",[u'http://books.google.com/books?id=vntBAAAAcAAJ&pg=PT89#v=twopage&q&f=false'],[u'http://31.media.tumblr.com/tumblr_md6tbwDHd81qixa76o1_r1_500.gif'],"[u'Reanimated water stain.\nFrom Syntagma de Studio Liberali by Gabriel Naud\xe9 (1632).\xa0Original from the Bavarian State Library. Digitized March 12, 2010.']"
"http://theartofgooglebooks.tumblr.com/post/35291248656/hybrid-structures-creatures-flora-plates-left
","Hybrid structures, creatures, flora (plates left folded).
Throughout Analecta Monumentorum Omnis Aevi Vindobonensia Opera et Studio Adami Francisci Kollarii byAdam Ferenc Kollar and Boecler (1761). Original from Lyon Public Library (Bibliothèque jésuite des Fontaines). Digitized July 5, 2012.",[u'http://books.google.com/books?id=goSxyiib-BQC&pg=PA839#v=onepage&q&f=false'],"[u'http://41.media.tumblr.com/tumblr_md6toydrMY1qixa76o2_250.png', u'http://40.media.tumblr.com/tumblr_md6toydrMY1qixa76o3_250.png', u'http://41.media.tumblr.com/tumblr_md6toydrMY1qixa76o1_250.png']","[u'', u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/35291244068/employees-pixellated-hands-in-high-contrast-black
","Employee’s pixellated hands in high-contrast black and white. 
From the front and back matte of Progr. de Periergia in Anatomes Studio Vitanda by Johann H. Schulze (1720). Original from the Bavarian State Library. Digitized December 12, 2011.",[u'http://books.google.com/books?id=lglOAAAAcAAJ&pg=PA38#v=onepage&q&f=false'],"[u'http://41.media.tumblr.com/tumblr_md6u52TNBq1qixa76o2_500.png', u'http://41.media.tumblr.com/tumblr_md6u52TNBq1qixa76o1_500.png']","[u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/93535567085/employee-captured-tearing-page-from-the-front
","Employee captured tearing page.
From the front matter of The Apples of New York, v. 1, by Spencer Ambrose Beach, Nathaniel Ogden Booth, and Orrin Morehouse Taylor (1905). Original from the University of Michigan. Digitized March 2, 2010.",[u'http://books.google.com/books?id=ZujwAAAAMAAJ&dq=beach&pg=PR1#v=onepage&q&f=false'],[u'http://41.media.tumblr.com/8101f3d9b2bec2fffdbb9378f23636c5/tumblr_n9n46sSEHL1qixa76o1_500.png'],"[u'Employee captured tearing page.\nFrom the front matter of The Apples of New York, v. 1, by Spencer Ambrose Beach, Nathaniel Ogden Booth, and Orrin Morehouse Taylor (1905). Original from the University of Michigan. Digitized March 2, 2010.']"
"http://theartofgooglebooks.tumblr.com/post/93408999760/library-stamps-1-2-3-4-5
","Library stamps (1, 2, 3, 4, 5).","[u'http://books.google.com/books?id=Vt-EAAAAIAAJ&dq=dynamite&pg=PA3#v=onepage&q&f=false', u'http://books.google.com/books?id=_W45AAAAMAAJ&dq=dynamite&pg=PA455#v=onepage&q&f=false', u'http://books.google.com/books?id=aHx1AAAAMAAJ&dq=dynamite&pg=PP3#v=onepage&q&f=false', u'http://books.google.com/books?id=CaFBAQAAIAAJ&dq=dynamite&pg=PP8#v=onepage&q&f=false', u'http://books.google.com/books?id=i9cZAAAAYAAJ&dq=dynamite&pg=PP10#v=onepage&q&f=false']","[u'http://40.media.tumblr.com/1fc07796c44189d73e7dc70c264346b8/tumblr_n9kvv2JUoc1qixa76o3_r1_250.png', u'http://36.media.tumblr.com/cf8497e4c4a79fa226922550dea8a87b/tumblr_n9kvv2JUoc1qixa76o1_r1_250.png', u'http://40.media.tumblr.com/1c34d84ba49bee079f120f30f2c1fb6d/tumblr_n9kvv2JUoc1qixa76o4_r1_400.png', u'http://40.media.tumblr.com/2ee9c6d81cb937917317cd1a737b4f78/tumblr_n9kvv2JUoc1qixa76o2_r1_250.png', u'http://40.media.tumblr.com/f5d32c23b6defacd00d6b4c248a23f79/tumblr_n9kvv2JUoc1qixa76o6_r1_250.png']","[u'1', u'2', u'3', u'4', u'5']"
"http://theartofgooglebooks.tumblr.com/post/93408994490/employees-hand-with-cots-long-sleeve-and-virgin
","Employee’s hand with cots, long sleeve, and Virgin Mary bracelet.
From the front matter of Cartel Unter Hohen Herren Fürsten und Ständen Des Löblichen Fränckischen Crayses Wegen Ausliefferung Derer Deserteurs (1742). Original from the Bavarian State Library. Digitized April 1, 2011.",[u'http://books.google.com/books?id=1zdHAAAAcAAJ&dq=cartel&pg=PP1#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/84cb448a90f5e88dc2c61a4c5e232ad6/tumblr_n9kw082Bax1qixa76o1_400.png'],"[u'Employee&rsquo;s hand with cots, long sleeve, and Virgin Mary bracelet.\nFrom the front matter of Cartel Unter Hohen Herren F\xfcrsten und St\xe4nden Des L\xf6blichen Fr\xe4nckischen Crayses Wegen Ausliefferung Derer Deserteurs (1742). Original from the Bavarian State Library. Digitized April 1, 2011.']"
"http://theartofgooglebooks.tumblr.com/post/93408989505/ex-libris-1-2-3-4
","Ex Libris (1, 2, 3, 4).","[u'http://books.google.com/books?id=zhcxAQAAMAAJ&dq=dynamite&pg=PP2#v=onepage&q&f=false', u'http://books.google.com/books?id=tNIjAAAAMAAJ&dq=forest&pg=PP2#v=onepage&q&f=false', u'http://books.google.com/books?id=eiFBAAAAIAAJ&dq=dynamite&pg=PP2#v=onepage&q&f=false', u'http://books.google.com/books?id=7nI-AAAAYAAJ&dq=park&pg=PP2#v=onepage&q&f=false']","[u'http://40.media.tumblr.com/39e71b36803149090515861ea1de26e3/tumblr_n99t8naiwW1qixa76o7_r1_250.png', u'http://40.media.tumblr.com/bef052b951d0564e8a58d3a8f26f7001/tumblr_n99t8naiwW1qixa76o3_r1_250.png', u'http://41.media.tumblr.com/9568693b0527952b71a264edec1718a9/tumblr_n99t8naiwW1qixa76o6_r1_250.png', u'http://40.media.tumblr.com/53750bc22c62595baa6594a62cdc8dbd/tumblr_n99t8naiwW1qixa76o2_r1_250.png']","[u'1', u'2', u'3', u'4']"
"http://theartofgooglebooks.tumblr.com/post/93408984870/map-left-folded-from-water-supply-paper-1896
","Map left folded.
From Water Supply Paper (1896). Original from the University of Michigan. Digitized April 28, 2009.",[u'http://books.google.com/books?id=7d7UAAAAMAAJ&dq=dynamite&pg=RA2-PA66-IA1#v=onepage&q&f=false'],[u'http://41.media.tumblr.com/022f1f0032301a2e3f7fd44b32eb30b0/tumblr_n9kx7wPXPw1qixa76o1_400.png'],"[u'Map left folded.\nFrom Water Supply Paper (1896). Original from the University of Michigan. Digitized April 28, 2009.']"
"http://theartofgooglebooks.tumblr.com/post/93228952880/employees-hand-from-the-back-matter-of-the-fair
","Employee’s hand.
From the back matter of The Fair Circassian by Samuel Croxall (1721). Original from the British Library. Digitized June 25, 2013.",[u'http://books.google.com/books?id=oQ1XAAAAcAAJ&dq=spicy&pg=PA69#v=onepage&q&f=false'],[u'http://38.media.tumblr.com/3be813641eea23aae9144ece892c1bb3/tumblr_n9hirq9DVV1qixa76o1_500.gif'],"[u'Employee&rsquo;s hand.\nFrom the back matter of The Fair Circassian by Samuel Croxall (1721). Original from the British Library. Digitized June 25, 2013.']"
"http://theartofgooglebooks.tumblr.com/post/93228946375/library-stamps-1-2-3-4-5-6-7-8
","Library stamps (1, 2, 3, 4, 5, 6, 7, 8).","[u'http://books.google.com/books?id=WGQYAAAAMAAJ&dq=spicy&pg=PA906#v=onepage&q&f=false', u'http://books.google.com/books?id=sMoOAAAAQAAJ&dq=spicy&pg=PR2#v=onepage&q&f=false', u'http://books.google.com/books?id=JDhdAAAAcAAJ&dq=spicy&pg=PA266#v=onepage&q&f=false', u'http://books.google.com/books?id=0ilVAAAAcAAJ&dq=spicy&pg=PP6#v=onepage&q&f=false', u'http://books.google.com/books?id=ELpVAAAAcAAJ&dq=spicy&pg=PA96#v=onepage&q&f=false', u'http://books.google.com/books?id=cnEJAAAAQAAJ&dq=spicy&pg=PP2#v=onepage&q&f=false', u'http://books.google.com/books?id=Xhc-AAAAcAAJ&dq=spicy&pg=PA280#v=onepage&q&f=false', u'http://books.google.com/books?id=ywA-AQAAMAAJ&dq=spicy&pg=PP2#v=onepage&q&f=false']","[u'http://40.media.tumblr.com/2fc8e64ae53d24d9213cf33c08a7610e/tumblr_n9hhauUwWG1qixa76o6_r1_500.png', u'http://40.media.tumblr.com/14539a047943cc672b5de746becb0569/tumblr_n9hhauUwWG1qixa76o3_r1_250.png', u'http://40.media.tumblr.com/685e1b95ec96a37fe9cb5809a756e2fa/tumblr_n9hhauUwWG1qixa76o1_250.png', u'http://41.media.tumblr.com/60b9852c6080b636484fd4cf26f0eced/tumblr_n9hhauUwWG1qixa76o2_r1_250.png', u'http://41.media.tumblr.com/58754ac64b0f5b4aa4de6fb8fb116ce1/tumblr_n9hhauUwWG1qixa76o4_r1_250.png', u'http://40.media.tumblr.com/de01b776288cfa33931be6c8d98c599d/tumblr_n9hhauUwWG1qixa76o7_r1_250.png', u'http://36.media.tumblr.com/6479345ba57e5e782d9e0470dd461d13/tumblr_n9hhauUwWG1qixa76o5_r1_250.png', u'http://41.media.tumblr.com/c74f6c20223663cbe8885a49cc1f4553/tumblr_n9hhauUwWG1qixa76o8_r1_500.png']","[u'1', u'2', u'3', u'4', u'5', u'6', u'7', u'8']"
"http://theartofgooglebooks.tumblr.com/post/93228938990/black-and-red-text-throughout-the-complete
","Black-and-red text.
Throughout The Complete Distiller by A. Cooper (1757). Original from the British Library. Digitized May 27, 2014.",[u'http://books.google.com/books?id=JDhdAAAAcAAJ&dq=spicy&pg=PA97#v=onepage&q&f=false'],"[u'http://40.media.tumblr.com/9b802c0e15155e8372166f63a67ea2e8/tumblr_n9hheaC7SM1qixa76o1_250.png', u'http://36.media.tumblr.com/93108d2c84902e308c05fa8bc1828819/tumblr_n9hheaC7SM1qixa76o2_250.png', u'http://41.media.tumblr.com/be63055510f1f7f29ccbcacf059c3a50/tumblr_n9hheaC7SM1qixa76o3_250.png', u'http://41.media.tumblr.com/505a801916a94d8e992a8bc8478324af/tumblr_n9hheaC7SM1qixa76o4_250.png']","[u'', u'', u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/93228930610/bookplates-1-2-3-4
","Bookplates (1, 2, 3, 4).","[u'http://books.google.com/books?id=N6ZBAAAAYAAJ&dq=spicy&pg=PP2#v=onepage&q&f=false', u'http://books.google.com/books?id=ZzBMAAAAYAAJ&dq=spicy&pg=PP2#v=onepage&q&f=false', u'http://books.google.com/books?id=PGs7AQAAIAAJ&dq=spicy&pg=PP2#v=onepage&q&f=false', u'http://books.google.com/books?id=sWwEAAAAYAAJ&dq=spicy&pg=PP2#v=onepage&q&f=false']","[u'http://41.media.tumblr.com/9e53cbeeb0f3253b99861aec109ce870/tumblr_n9hhhiL2oK1qixa76o2_r1_250.png', u'http://40.media.tumblr.com/61e9f3a12e045de8634df0c455687942/tumblr_n9hhhiL2oK1qixa76o5_r1_250.png', u'http://40.media.tumblr.com/37a890451a8fbd74b3b403ede7fb3114/tumblr_n9hhhiL2oK1qixa76o6_r1_250.png', u'http://41.media.tumblr.com/e0df5bc14ecf69cd308667fb6037abb9/tumblr_n9hhhiL2oK1qixa76o7_r1_250.png']","[u'1', u'2', u'3', u'4']"
"http://theartofgooglebooks.tumblr.com/post/93111271370/a-variety-of-inscriptions-1-2-3-4
","A variety of inscriptions (1, 2, 3, 4).","[u'http://books.google.com/books?id=vuRMAAAAYAAJ&dq=circle&pg=PP9#v=onepage&q&f=false', u'http://books.google.com/books?id=_xJJAAAAMAAJ&dq=forest&pg=PP7#v=onepage&q&f=false', u'http://books.google.com/books?id=E_laAAAAcAAJ&dq=forest&pg=PP2#v=onepage&q&f=false', u'http://books.google.com/books?id=X04SAAAAIAAJ&dq=primer&pg=PA236#v=onepage&q&f=false']","[u'http://40.media.tumblr.com/b361968cd99b3ebbe1bcaee7bd3efce1/tumblr_n94syiSQrC1qixa76o2_r1_500.png', u'http://41.media.tumblr.com/f82e337621778ae3ed749074e1b2fee7/tumblr_n94syiSQrC1qixa76o5_r1_250.png', u'http://40.media.tumblr.com/3b7e7a6325ff82eeda17ace81696a456/tumblr_n94syiSQrC1qixa76o6_r1_250.png', u'http://40.media.tumblr.com/6b6f7e59ceed3be503a62169a57c4dec/tumblr_n94syiSQrC1qixa76o1_500.png']","[u'1', u'2', u'3', u'4']"
"http://theartofgooglebooks.tumblr.com/post/93111267245/book-without-a-book-essays-by-oliver-goldsmith
","Book without a book.
Essays by Oliver Goldsmith (1756). Original from Oxford University. Digitized July 31, 2006.",[u'http://books.google.com/books?id=oTMCAAAAQAAJ&dq=essays&pg=PP1#v=thumbnail&q&f=false'],[u'http://41.media.tumblr.com/cfb4d5e3eb5cec27090633bfd405b8fa/tumblr_n97zyvDnuM1qixa76o1_500.png'],"[u'Book without a book.\nEssays by Oliver Goldsmith (1756). Original from Oxford University. Digitized July 31, 2006.']"
"http://theartofgooglebooks.tumblr.com/post/93111263755/employees-fingers-corrected-with-mirrored-texts
","Employee’s fingers corrected with mirrored texts.
From An Essay Towards a Real Character and a Philosophical Language by John Wilkins (1668). Original from Lyon Public Library. Digitized September 18, 2012.",[u'http://books.google.com/books?id=BCCtZjBtiEYC&dq=real&pg=PA442-IA1#v=onepage&q&f=false'],"[u'http://40.media.tumblr.com/83d56da42fdf065d3ac050654eaaff54/tumblr_n99tt8qrf61qixa76o2_500.png', u'http://40.media.tumblr.com/f71bfdc8e89bea7f2bddaa5c213092c0/tumblr_n99tt8qrf61qixa76o3_500.png']","[u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/93111260140/label-remarks-for-reference-only-not-for
","Label remarks, “FOR REFERENCE ONLY. NOT FOR REPRODUCTION.”
From the front matter of The Late, and Much Admired Play, Called Pericles, Prince of Tyre by William Shakespeare (1609). Original from Indiana University. Digitized April 1, 2010.",[u'http://books.google.com/books?id=SqryAAAAMAAJ&dq=tray&pg=PT1#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/74d9f84ab4881b987861373c55a82455/tumblr_n981d57MSR1qixa76o1_500.png'],"[u'Label remarks, &ldquo;FOR REFERENCE ONLY. NOT FOR REPRODUCTION.&rdquo;\nFrom the front matter of The Late, and Much Admired Play, Called Pericles, Prince of Tyre by William Shakespeare (1609). Original from Indiana University. Digitized April 1, 2010.']"
"http://theartofgooglebooks.tumblr.com/post/92830586220/neon-moir%C3%A9-throughout-bible-readings-for-the
","Neon moiré.
Throughout Bible Readings for the Home Circle (1888). Original from Princeton University. Digitized March 18, 2008.",[u'http://books.google.com/books?id=VDEXAAAAYAAJ&dq=circle&pg=PA346#v=onepage&q&f=false'],"[u'http://40.media.tumblr.com/cc38696e70379bf2caf40983104b0f00/tumblr_n99t1g6rmS1qixa76o3_500.png', u'http://40.media.tumblr.com/ec7f75ec9fb27ecbf8ddcbbdd8b52928/tumblr_n99t1g6rmS1qixa76o2_250.png', u'http://41.media.tumblr.com/67defa3be658667dd007612c5fd45429/tumblr_n99t1g6rmS1qixa76o1_250.png', u'http://40.media.tumblr.com/27e47dbd9267ade2330d3554ad362acb/tumblr_n99t1g6rmS1qixa76o4_500.png']","[u'', u'', u'', u'']"
"http://theartofgooglebooks.tumblr.com/post/92830580600/marginalia-with-stamp-indicating-provenance-ms
","Marginalia with stamp indicating provenance (“MS. NOTE BY MR. PRESCOTT”).
From p. 31 of The Third Circle by Frank Norris (1909). Original from Harvard University. Digitized November 15, 2007.",[u'http://books.google.com/books?id=gGIRAAAAYAAJ&dq=circle&pg=PA31#v=onepage&q&f=false'],[u'http://40.media.tumblr.com/92ddb8c51ad6eb8c5c0304e7e2d15130/tumblr_n99t62ioEw1qixa76o1_500.png'],"[u'Marginalia with stamp indicating provenance (&ldquo;MS. NOTE BY MR. PRESCOTT&rdquo;).\nFrom p. 31 of The Third Circle by Frank Norris (1909). Original from Harvard University. Digitized November 15, 2007.']"
"http://theartofgooglebooks.tumblr.com/post/92830573605/a-selection-of-university-bookplates-1-2-3-4
","A selection of university bookplates. (1, 2, 3, 4)","[u'http://books.google.com/books?id=4hQDAAAAYAAJ&dq=tray&pg=PP2#v=onepage&q&f=false', u'http://books.google.com/books?id=UYCLE_kEaNoC&dq=real&pg=PP4#v=onepage&q&f=false', u'http://books.google.com/books?id=dtE2AAAAMAAJ&dq=circle&pg=PP2#v=onepage&q&f=false', u'http://books.google.com/books?id=i45PAAAAYAAJ&dq=park&pg=PP2#v=onepage&q&f=false']","[u'http://41.media.tumblr.com/0dcefb8f9f09f0644e303c8c6db339f7/tumblr_n9813ajubW1qixa76o1_250.png', u'http://40.media.tumblr.com/dee5cb3d44a7ed8dd7b10848f9c6a942/tumblr_n9813ajubW1qixa76o3_r2_250.png', u'http://40.media.tumblr.com/4fe64dd0e70ab0a33a27ee6ca224961a/tumblr_n9813ajubW1qixa76o2_r2_250.png', u'http://40.media.tumblr.com/97246ecf1380f5563d8332159adbcd68/tumblr_n9813ajubW1qixa76o4_r1_500.png']","[u'1', u'2', u'3', u'4']"
